Instance ID,Instance Type,CPU Utilization,Memory Utilization,Network In,Network Out,Storage Used,Service
i-456789abcdef4,t2.medium,95%,98%,50 MB/s,25 MB/s,75 GB,Amazon API Gateway
i-89abcdef8,t2.micro,20%,70%,20 MB/s,22 MB/s,20 GB,Amazon S3 Static Website Hosting
i-3456789abcdef3,t2.large,95%,80%,5 MB/s,2 MB/s,20 GB,Amazon DynamoDB NoSQL Database
i-89abcdef8,t2.xlarge,60%,70%,20 MB/s,18 MB/s,50 GB,Amazon Kinesis Data Streaming & Analytics
i-9abcdef9,t2.small,98%,100%,50 MB/s,10 MB/s,75 GB,Amazon Redshift Data Warehouse
i-789abcdef7,t2.xlarge,95%,100%,45 MB/s,22 MB/s,75 GB,Amazon S3 Static Website Hosting
i-56789abcdef5,t2.medium,95%,98%,45 MB/s,25 MB/s,75 GB,Amazon Redshift Data Warehouse
i-789abcdef7,t2.micro,90%,40%,5 MB/s,5 MB/s,60 GB,Amazon CloudWatch Monitoring & Logging
i-3456789abcdef3,t2.large,90%,95%,30 MB/s,15 MB/s,65 GB,Amazon RDS Database
i-789abcdef7,t2.xlarge,80%,100%,40 MB/s,20 MB/s,50 GB,Amazon DynamoDB NoSQL Database
i-6789abcdef6,t2.small,60%,80%,15 MB/s,8 MB/s,20 GB,Amazon Kinesis Data Streaming & Analytics
i-6789abcdef6,t2.xlarge,20%,80%,10 MB/s,20 MB/s,5 GB,Amazon Redshift Data Warehouse
i-0123456789abcdef0,t2.micro,92%,40%,10 MB/s,5 MB/s,5 GB,Amazon EC2 Containerized Microservice (ECS)
i-56789abcdef5,t2.large,30%,80%,25 MB/s,18 MB/s,50 GB,Amazon Lambda Serverless Function
i-456789abcdef4,t2.xlarge,90%,98%,50 MB/s,25 MB/s,5 GB,Amazon Redshift Data Warehouse
i-56789abcdef5,t2.micro,92%,50%,45 MB/s,5 MB/s,5 GB,Amazon Kinesis Data Streaming & Analytics
i-456789abcdef4,t2.small,50%,98%,50 MB/s,10 MB/s,30 GB,Amazon Kinesis Data Streaming & Analytics
i-89abcdef8,t2.large,95%,97%,20 MB/s,20 MB/s,5 GB,Amazon EC2 Containerized Microservice (ECS)
i-9abcdef9,t2.large,90%,97%,20 MB/s,25 MB/s,20 GB,Amazon CloudWatch Monitoring & Logging
i-6789abcdef6,t2.small,60%,70%,25 MB/s,8 MB/s,15 GB,Amazon CloudWatch Monitoring & Logging
i-23456789abcdef2,t2.medium,92%,85%,25 MB/s,15 MB/s,30 GB,Amazon Lambda Serverless Function
i-89abcdef8,t2.small,75%,80%,10 MB/s,5 MB/s,15 GB,Amazon DynamoDB NoSQL Database
i-23456789abcdef2,t2.medium,75%,90%,25 MB/s,22 MB/s,20 GB,Amazon CloudWatch Monitoring & Logging
i-3456789abcdef3,t2.medium,50%,70%,25 MB/s,5 MB/s,5 GB,Amazon RDS Database
i-9abcdef9,t2.small,98%,70%,20 MB/s,10 MB/s,20 GB,Amazon Kinesis Data Streaming & Analytics
i-0123456789abcdef0,t2.xlarge,92%,50%,45 MB/s,18 MB/s,65 GB,Amazon CloudWatch Monitoring & Logging
i-9abcdef9,t2.xlarge,95%,98%,50 MB/s,25 MB/s,75 GB,Amazon Redshift Data Warehouse
i-789abcdef7,t2.micro,60%,70%,15 MB/s,12 MB/s,20 GB,Amazon S3 Static Website Hosting
i-23456789abcdef2,t2.medium,80%,85%,30 MB/s,15 MB/s,15 GB,Amazon DynamoDB NoSQL Database
i-0123456789abcdef0,t2.medium,30%,100%,25 MB/s,15 MB/s,5 GB,Amazon RDS Database
i-123456789abcdef1,t2.micro,20%,85%,35 MB/s,22 MB/s,75 GB,Amazon DynamoDB NoSQL Database
i-6789abcdef6,t2.large,80%,95%,40 MB/s,20 MB/s,60 GB,Amazon RDS Database
i-3456789abcdef3,t2.large,60%,50%,35 MB/s,18 MB/s,20 GB,Amazon Redshift Data Warehouse
i-56789abcdef5,t2.micro,98%,40%,40 MB/s,15 MB/s,50 GB,Amazon CloudWatch Monitoring & Logging
i-789abcdef7,t2.large,30%,50%,5 MB/s,2 MB/s,75 GB,Amazon Elastic Beanstalk Web Application Deployment
i-6789abcdef6,t2.small,92%,97%,20 MB/s,10 MB/s,50 GB,Amazon Lambda Serverless Function
i-789abcdef7,t2.xlarge,95%,80%,50 MB/s,25 MB/s,65 GB,Amazon DynamoDB NoSQL Database
i-0123456789abcdef0,t2.micro,80%,50%,45 MB/s,12 MB/s,15 GB,Amazon Kinesis Data Streaming & Analytics
i-23456789abcdef2,t2.xlarge,60%,98%,45 MB/s,8 MB/s,35 GB,Amazon API Gateway
i-456789abcdef4,t2.medium,75%,100%,5 MB/s,25 MB/s,5 GB,Amazon DynamoDB NoSQL Database
i-9abcdef9,t2.small,50%,97%,10 MB/s,20 MB/s,30 GB,Amazon DynamoDB NoSQL Database
i-9abcdef9,t2.xlarge,95%,50%,40 MB/s,2 MB/s,65 GB,Amazon Redshift Data Warehouse
i-89abcdef8,t2.large,92%,95%,35 MB/s,18 MB/s,45 GB,Amazon CloudWatch Monitoring & Logging
i-9abcdef9,t2.micro,30%,100%,5 MB/s,2 MB/s,15 GB,Amazon Elastic Beanstalk Web Application Deployment
i-56789abcdef5,t2.micro,30%,70%,20 MB/s,8 MB/s,5 GB,Amazon RDS Database
i-56789abcdef5,t2.micro,60%,50%,40 MB/s,18 MB/s,15 GB,Amazon CloudWatch Monitoring & Logging
i-789abcdef7,t2.small,95%,100%,45 MB/s,22 MB/s,65 GB,Amazon Redshift Data Warehouse
i-3456789abcdef3,t2.large,98%,97%,40 MB/s,22 MB/s,60 GB,Amazon API Gateway
i-789abcdef7,t2.large,80%,95%,35 MB/s,10 MB/s,20 GB,Amazon Kinesis Data Streaming & Analytics
i-0123456789abcdef0,t2.micro,92%,50%,40 MB/s,5 MB/s,60 GB,Amazon Redshift Data Warehouse
i-56789abcdef5,t2.xlarge,20%,98%,50 MB/s,25 MB/s,65 GB,Amazon API Gateway
i-23456789abcdef2,t2.medium,50%,95%,30 MB/s,12 MB/s,45 GB,Amazon CloudWatch Monitoring & Logging
i-123456789abcdef1,t2.medium,80%,85%,40 MB/s,10 MB/s,35 GB,Amazon RDS Database
i-123456789abcdef1,t2.small,98%,70%,25 MB/s,8 MB/s,20 GB,Amazon Kinesis Data Streaming & Analytics
i-23456789abcdef2,t2.medium,80%,90%,30 MB/s,12 MB/s,45 GB,Amazon RDS Database
i-456789abcdef4,t2.xlarge,95%,50%,50 MB/s,25 MB/s,75 GB,Amazon API Gateway
i-123456789abcdef1,t2.medium,50%,85%,45 MB/s,15 MB/s,45 GB,Amazon RDS Database
i-456789abcdef4,t2.medium,92%,100%,30 MB/s,15 MB/s,45 GB,Amazon DynamoDB NoSQL Database
i-56789abcdef5,t2.small,60%,80%,20 MB/s,8 MB/s,20 GB,Amazon DynamoDB NoSQL Database
i-789abcdef7,t2.medium,20%,85%,5 MB/s,2 MB/s,35 GB,Amazon S3 Static Website Hosting
i-89abcdef8,t2.medium,30%,40%,35 MB/s,2 MB/s,60 GB,Amazon Lambda Serverless Function
i-789abcdef7,t2.medium,75%,85%,25 MB/s,12 MB/s,15 GB,Amazon DynamoDB NoSQL Database
i-456789abcdef4,t2.xlarge,98%,98%,50 MB/s,12 MB/s,35 GB,Amazon API Gateway
i-6789abcdef6,t2.micro,80%,70%,50 MB/s,10 MB/s,30 GB,Amazon API Gateway
i-0123456789abcdef0,t2.large,92%,40%,5 MB/s,18 MB/s,60 GB,Amazon S3 Static Website Hosting
i-0123456789abcdef0,t2.micro,98%,40%,10 MB/s,5 MB/s,5 GB,Amazon RDS Database
i-89abcdef8,t2.large,20%,40%,40 MB/s,18 MB/s,60 GB,Amazon CloudWatch Monitoring & Logging
i-56789abcdef5,t2.medium,92%,50%,5 MB/s,12 MB/s,15 GB,Amazon CloudWatch Monitoring & Logging
i-3456789abcdef3,t2.micro,75%,98%,25 MB/s,12 MB/s,35 GB,Amazon EC2 Containerized Microservice (ECS)
i-123456789abcdef1,t2.medium,98%,90%,30 MB/s,12 MB/s,35 GB,Amazon RDS Database
i-0123456789abcdef0,t2.xlarge,98%,50%,5 MB/s,5 MB/s,15 GB,Amazon Redshift Data Warehouse
i-789abcdef7,t2.medium,20%,50%,40 MB/s,8 MB/s,15 GB,Amazon RDS Database
i-3456789abcdef3,t2.xlarge,92%,98%,5 MB/s,20 MB/s,75 GB,Amazon S3 Static Website Hosting
i-89abcdef8,t2.xlarge,98%,100%,50 MB/s,22 MB/s,75 GB,Amazon API Gateway
i-0123456789abcdef0,t2.large,20%,97%,40 MB/s,18 MB/s,35 GB,Amazon API Gateway
i-3456789abcdef3,t2.micro,75%,85%,5 MB/s,2 MB/s,5 GB,Amazon CloudWatch Monitoring & Logging
i-0123456789abcdef0,t2.medium,30%,50%,25 MB/s,25 MB/s,5 GB,Amazon Elastic Beanstalk Web Application Deployment
i-0123456789abcdef0,t2.medium,30%,90%,45 MB/s,8 MB/s,75 GB,Amazon EC2 Containerized Microservice (ECS)
i-23456789abcdef2,t2.medium,80%,85%,50 MB/s,15 MB/s,45 GB,Amazon API Gateway
i-23456789abcdef2,t2.medium,80%,90%,45 MB/s,2 MB/s,35 GB,Amazon Elastic Beanstalk Web Application Deployment
i-6789abcdef6,t2.micro,30%,90%,10 MB/s,5 MB/s,15 GB,Amazon DynamoDB NoSQL Database
i-9abcdef9,t2.micro,30%,100%,10 MB/s,18 MB/s,15 GB,Amazon DynamoDB NoSQL Database
i-23456789abcdef2,t2.medium,98%,85%,45 MB/s,15 MB/s,75 GB,Amazon EC2 Containerized Microservice (ECS)
i-0123456789abcdef0,t2.medium,75%,85%,30 MB/s,12 MB/s,35 GB,Amazon S3 Static Website Hosting
i-123456789abcdef1,t2.small,98%,70%,20 MB/s,8 MB/s,20 GB,Amazon EC2 Containerized Microservice (ECS)
i-0123456789abcdef0,t2.small,60%,80%,15 MB/s,8 MB/s,30 GB,Amazon CloudWatch Monitoring & Logging
i-3456789abcdef3,t2.small,92%,100%,35 MB/s,20 MB/s,60 GB,Amazon DynamoDB NoSQL Database
i-6789abcdef6,t2.micro,75%,80%,20 MB/s,22 MB/s,20 GB,Amazon Kinesis Data Streaming & Analytics
i-9abcdef9,t2.micro,90%,40%,45 MB/s,8 MB/s,30 GB,Amazon Elastic Beanstalk Web Application Deployment
i-3456789abcdef3,t2.xlarge,90%,90%,35 MB/s,8 MB/s,20 GB,Amazon Kinesis Data Streaming & Analytics
i-3456789abcdef3,t2.micro,20%,90%,10 MB/s,8 MB/s,15 GB,Amazon DynamoDB NoSQL Database
i-89abcdef8,t2.large,20%,95%,50 MB/s,20 MB/s,65 GB,Amazon Lambda Serverless Function
i-0123456789abcdef0,t2.micro,30%,50%,10 MB/s,5 MB/s,15 GB,Amazon S3 Static Website Hosting
i-123456789abcdef1,t2.large,90%,97%,40 MB/s,18 MB/s,20 GB,Amazon Elastic Beanstalk Web Application Deployment
i-3456789abcdef3,t2.large,30%,85%,10 MB/s,20 MB/s,50 GB,Amazon DynamoDB NoSQL Database
i-3456789abcdef3,t2.large,92%,80%,40 MB/s,8 MB/s,20 GB,Amazon Lambda Serverless Function
i-56789abcdef5,t2.small,92%,50%,5 MB/s,15 MB/s,75 GB,Amazon Redshift Data Warehouse
i-23456789abcdef2,t2.medium,75%,85%,35 MB/s,15 MB/s,50 GB,Amazon CloudWatch Monitoring & Logging
i-89abcdef8,t2.large,80%,95%,40 MB/s,18 MB/s,45 GB,Amazon Lambda Serverless Function
i-23456789abcdef2,t2.micro,20%,50%,10 MB/s,5 MB/s,45 GB,Amazon CloudWatch Monitoring & Logging
i-3456789abcdef3,t2.micro,90%,70%,5 MB/s,5 MB/s,15 GB,Amazon CloudWatch Monitoring & Logging
i-56789abcdef5,t2.small,60%,70%,15 MB/s,10 MB/s,60 GB,Amazon EC2 Containerized Microservice (ECS)
i-23456789abcdef2,t2.small,98%,40%,5 MB/s,18 MB/s,50 GB,Amazon Kinesis Data Streaming & Analytics
i-3456789abcdef3,t2.medium,80%,40%,30 MB/s,20 MB/s,45 GB,Amazon Elastic Beanstalk Web Application Deployment
i-89abcdef8,t2.large,50%,97%,35 MB/s,2 MB/s,50 GB,Amazon DynamoDB NoSQL Database
i-23456789abcdef2,t2.small,95%,80%,20 MB/s,8 MB/s,30 GB,Amazon RDS Database
i-0123456789abcdef0,t2.micro,90%,97%,5 MB/s,2 MB/s,15 GB,Amazon DynamoDB NoSQL Database
i-56789abcdef5,t2.large,80%,95%,20 MB/s,2 MB/s,35 GB,Amazon CloudWatch Monitoring & Logging
i-789abcdef7,t2.large,50%,90%,20 MB/s,15 MB/s,15 GB,Amazon Kinesis Data Streaming & Analytics
i-9abcdef9,t2.small,98%,98%,25 MB/s,22 MB/s,45 GB,Amazon Redshift Data Warehouse
i-456789abcdef4,t2.micro,90%,80%,10 MB/s,5 MB/s,65 GB,Amazon CloudWatch Monitoring & Logging
i-0123456789abcdef0,t2.large,90%,70%,35 MB/s,18 MB/s,50 GB,Amazon DynamoDB NoSQL Database
i-789abcdef7,t2.xlarge,98%,98%,45 MB/s,10 MB/s,20 GB,Amazon Redshift Data Warehouse
i-23456789abcdef2,t2.small,75%,90%,45 MB/s,12 MB/s,65 GB,Amazon EC2 Containerized Microservice (ECS)
i-456789abcdef4,t2.xlarge,95%,98%,50 MB/s,22 MB/s,20 GB,Amazon Kinesis Data Streaming & Analytics
i-89abcdef8,t2.large,95%,85%,30 MB/s,10 MB/s,20 GB,Amazon DynamoDB NoSQL Database
i-89abcdef8,t2.medium,30%,95%,25 MB/s,15 MB/s,75 GB,Amazon DynamoDB NoSQL Database
i-9abcdef9,t2.medium,80%,100%,45 MB/s,25 MB/s,50 GB,Amazon Lambda Serverless Function
i-456789abcdef4,t2.large,98%,98%,50 MB/s,18 MB/s,50 GB,Amazon Redshift Data Warehouse
i-0123456789abcdef0,t2.micro,30%,40%,5 MB/s,2 MB/s,15 GB,Amazon CloudWatch Monitoring & Logging
i-456789abcdef4,t2.xlarge,95%,98%,50 MB/s,25 MB/s,75 GB,Amazon API Gateway
i-56789abcdef5,t2.small,98%,97%,35 MB/s,18 MB/s,5 GB,Amazon CloudWatch Monitoring & Logging
i-23456789abcdef2,t2.medium,75%,40%,30 MB/s,5 MB/s,50 GB,Amazon Lambda Serverless Function
i-0123456789abcdef0,t2.micro,30%,97%,10 MB/s,2 MB/s,5 GB,Amazon Redshift Data Warehouse
i-6789abcdef6,t2.medium,75%,90%,15 MB/s,8 MB/s,30 GB,Amazon Lambda Serverless Function
i-0123456789abcdef0,t2.micro,20%,40%,10 MB/s,2 MB/s,65 GB,Amazon Elastic Beanstalk Web Application Deployment
i-789abcdef7,t2.micro,75%,70%,30 MB/s,15 MB/s,65 GB,Amazon RDS Database
i-23456789abcdef2,t2.medium,75%,90%,25 MB/s,15 MB/s,35 GB,Amazon RDS Database
i-89abcdef8,t2.micro,50%,80%,20 MB/s,5 MB/s,30 GB,Amazon Kinesis Data Streaming & Analytics
i-89abcdef8,t2.large,90%,50%,5 MB/s,18 MB/s,60 GB,Amazon Redshift Data Warehouse
i-89abcdef8,t2.small,60%,70%,30 MB/s,10 MB/s,50 GB,Amazon Kinesis Data Streaming & Analytics
i-123456789abcdef1,t2.small,80%,95%,30 MB/s,12 MB/s,50 GB,Amazon CloudWatch Monitoring & Logging
i-456789abcdef4,t2.micro,95%,40%,50 MB/s,2 MB/s,75 GB,Amazon S3 Static Website Hosting
i-123456789abcdef1,t2.small,92%,95%,20 MB/s,18 MB/s,20 GB,Amazon Kinesis Data Streaming & Analytics
i-3456789abcdef3,t2.large,60%,85%,35 MB/s,20 MB/s,60 GB,Amazon DynamoDB NoSQL Database
i-3456789abcdef3,t2.large,60%,40%,40 MB/s,10 MB/s,20 GB,Amazon Kinesis Data Streaming & Analytics
i-123456789abcdef1,t2.large,60%,97%,45 MB/s,22 MB/s,20 GB,Amazon DynamoDB NoSQL Database
i-0123456789abcdef0,t2.micro,30%,40%,10 MB/s,5 MB/s,15 GB,Amazon S3 Static Website Hosting
i-89abcdef8,t2.medium,50%,85%,35 MB/s,10 MB/s,20 GB,Amazon DynamoDB NoSQL Database
i-89abcdef8,t2.small,50%,95%,40 MB/s,25 MB/s,50 GB,Amazon Lambda Serverless Function
i-3456789abcdef3,t2.small,50%,80%,15 MB/s,10 MB/s,20 GB,Amazon Lambda Serverless Function
i-23456789abcdef2,t2.small,90%,85%,25 MB/s,2 MB/s,30 GB,Amazon Kinesis Data Streaming & Analytics
i-3456789abcdef3,t2.xlarge,20%,97%,50 MB/s,25 MB/s,5 GB,Amazon API Gateway
i-23456789abcdef2,t2.large,98%,97%,30 MB/s,12 MB/s,5 GB,Amazon Elastic Beanstalk Web Application Deployment
i-6789abcdef6,t2.micro,50%,80%,45 MB/s,22 MB/s,75 GB,Amazon Kinesis Data Streaming & Analytics
i-123456789abcdef1,t2.medium,98%,90%,30 MB/s,12 MB/s,30 GB,Amazon EC2 Containerized Microservice (ECS)
i-0123456789abcdef0,t2.micro,30%,40%,10 MB/s,5 MB/s,15 GB,Amazon CloudWatch Monitoring & Logging
i-56789abcdef5,t2.xlarge,95%,100%,5 MB/s,8 MB/s,65 GB,Amazon CloudWatch Monitoring & Logging
i-123456789abcdef1,t2.micro,30%,50%,10 MB/s,5 MB/s,15 GB,Amazon CloudWatch Monitoring & Logging
i-23456789abcdef2,t2.micro,50%,40%,10 MB/s,5 MB/s,45 GB,Amazon CloudWatch Monitoring & Logging
i-3456789abcdef3,t2.xlarge,92%,98%,40 MB/s,18 MB/s,50 GB,Amazon DynamoDB NoSQL Database
i-23456789abcdef2,t2.medium,92%,85%,30 MB/s,15 MB/s,60 GB,Amazon Kinesis Data Streaming & Analytics
i-23456789abcdef2,t2.small,90%,98%,30 MB/s,10 MB/s,65 GB,Amazon Kinesis Data Streaming & Analytics
i-56789abcdef5,t2.micro,60%,50%,10 MB/s,5 MB/s,15 GB,Amazon S3 Static Website Hosting
i-123456789abcdef1,t2.xlarge,92%,97%,45 MB/s,5 MB/s,75 GB,Amazon Elastic Beanstalk Web Application Deployment
i-456789abcdef4,t2.xlarge,90%,100%,40 MB/s,22 MB/s,75 GB,Amazon Elastic Beanstalk Web Application Deployment
i-3456789abcdef3,t2.small,92%,90%,45 MB/s,25 MB/s,20 GB,Amazon Elastic Beanstalk Web Application Deployment
i-89abcdef8,t2.medium,80%,100%,10 MB/s,15 MB/s,45 GB,Amazon Lambda Serverless Function
i-0123456789abcdef0,t2.xlarge,80%,40%,5 MB/s,22 MB/s,65 GB,Amazon Elastic Beanstalk Web Application Deployment
i-6789abcdef6,t2.small,50%,40%,20 MB/s,12 MB/s,60 GB,Amazon RDS Database
i-123456789abcdef1,t2.micro,30%,40%,10 MB/s,5 MB/s,5 GB,Amazon Elastic Beanstalk Web Application Deployment
i-123456789abcdef1,t2.small,50%,95%,35 MB/s,12 MB/s,45 GB,Amazon Lambda Serverless Function
i-89abcdef8,t2.small,90%,80%,35 MB/s,10 MB/s,65 GB,Amazon EC2 Containerized Microservice (ECS)
i-456789abcdef4,t2.xlarge,95%,40%,45 MB/s,10 MB/s,65 GB,Amazon Redshift Data Warehouse
i-89abcdef8,t2.medium,92%,98%,20 MB/s,8 MB/s,20 GB,Amazon EC2 Containerized Microservice (ECS)
i-9abcdef9,t2.micro,98%,40%,45 MB/s,15 MB/s,65 GB,Amazon CloudWatch Monitoring & Logging
i-89abcdef8,t2.small,75%,70%,20 MB/s,18 MB/s,35 GB,Amazon RDS Database
i-3456789abcdef3,t2.large,95%,97%,40 MB/s,20 MB/s,50 GB,Amazon DynamoDB NoSQL Database
i-0123456789abcdef0,t2.micro,20%,50%,10 MB/s,25 MB/s,5 GB,Amazon API Gateway
i-3456789abcdef3,t2.large,90%,90%,35 MB/s,20 MB/s,50 GB,Amazon DynamoDB NoSQL Database
i-9abcdef9,t2.small,60%,98%,15 MB/s,22 MB/s,20 GB,Amazon API Gateway
i-456789abcdef4,t2.xlarge,90%,95%,50 MB/s,22 MB/s,50 GB,Amazon Elastic Beanstalk Web Application Deployment
i-23456789abcdef2,t2.medium,20%,85%,20 MB/s,2 MB/s,65 GB,Amazon Redshift Data Warehouse
i-56789abcdef5,t2.micro,20%,50%,5 MB/s,18 MB/s,60 GB,Amazon DynamoDB NoSQL Database
i-0123456789abcdef0,t2.xlarge,98%,98%,50 MB/s,2 MB/s,75 GB,Amazon API Gateway
i-23456789abcdef2,t2.large,20%,70%,20 MB/s,10 MB/s,30 GB,Amazon Kinesis Data Streaming & Analytics
i-89abcdef8,t2.large,90%,95%,35 MB/s,18 MB/s,50 GB,Amazon DynamoDB NoSQL Database
i-56789abcdef5,t2.micro,30%,40%,10 MB/s,2 MB/s,15 GB,Amazon CloudWatch Monitoring & Logging
i-456789abcdef4,t2.xlarge,98%,97%,50 MB/s,22 MB/s,65 GB,Amazon Redshift Data Warehouse
i-9abcdef9,t2.xlarge,95%,98%,5 MB/s,2 MB/s,75 GB,Amazon API Gateway
i-56789abcdef5,t2.xlarge,75%,40%,50 MB/s,18 MB/s,45 GB,Amazon API Gateway
i-3456789abcdef3,t2.small,60%,90%,40 MB/s,8 MB/s,30 GB,Amazon EC2 Containerized Microservice (ECS)
i-23456789abcdef2,t2.small,75%,85%,30 MB/s,15 MB/s,30 GB,Amazon S3 Static Website Hosting
i-0123456789abcdef0,t2.micro,30%,50%,5 MB/s,5 MB/s,15 GB,Amazon S3 Static Website Hosting
i-56789abcdef5,t2.xlarge,95%,98%,50 MB/s,25 MB/s,35 GB,Amazon API Gateway
i-123456789abcdef1,t2.small,50%,80%,20 MB/s,8 MB/s,20 GB,Amazon EC2 Containerized Microservice (ECS)
i-3456789abcdef3,t2.medium,90%,95%,20 MB/s,20 MB/s,60 GB,Amazon Elastic Beanstalk Web Application Deployment
i-9abcdef9,t2.xlarge,50%,100%,15 MB/s,22 MB/s,65 GB,Amazon Kinesis Data Streaming & Analytics
i-9abcdef9,t2.xlarge,95%,98%,50 MB/s,22 MB/s,75 GB,Amazon API Gateway
i-0123456789abcdef0,t2.micro,20%,40%,5 MB/s,2 MB/s,5 GB,Amazon CloudWatch Monitoring & Logging
i-89abcdef8,t2.large,92%,95%,35 MB/s,18 MB/s,35 GB,Amazon Lambda Serverless Function
i-123456789abcdef1,t2.xlarge,95%,95%,10 MB/s,18 MB/s,15 GB,Amazon S3 Static Website Hosting
i-456789abcdef4,t2.xlarge,95%,98%,25 MB/s,22 MB/s,75 GB,Amazon API Gateway
i-9abcdef9,t2.xlarge,60%,100%,5 MB/s,25 MB/s,75 GB,Amazon API Gateway
i-23456789abcdef2,t2.medium,75%,85%,40 MB/s,15 MB/s,65 GB,Amazon RDS Database
i-23456789abcdef2,t2.large,75%,70%,35 MB/s,20 MB/s,60 GB,Amazon Elastic Beanstalk Web Application Deployment
i-123456789abcdef1,t2.xlarge,50%,80%,35 MB/s,22 MB/s,50 GB,Amazon Redshift Data Warehouse
i-56789abcdef5,t2.large,90%,70%,30 MB/s,22 MB/s,65 GB,Amazon DynamoDB NoSQL Database
i-0123456789abcdef0,t2.xlarge,30%,40%,45 MB/s,5 MB/s,75 GB,Amazon S3 Static Website Hosting
i-56789abcdef5,t2.micro,20%,100%,50 MB/s,22 MB/s,75 GB,Amazon API Gateway
i-56789abcdef5,t2.small,60%,40%,50 MB/s,8 MB/s,30 GB,Amazon S3 Static Website Hosting
i-456789abcdef4,t2.micro,20%,40%,10 MB/s,2 MB/s,35 GB,Amazon CloudWatch Monitoring & Logging
i-456789abcdef4,t2.small,95%,98%,50 MB/s,2 MB/s,60 GB,Amazon EC2 Containerized Microservice (ECS)
i-3456789abcdef3,t2.small,92%,70%,20 MB/s,5 MB/s,20 GB,Amazon EC2 Containerized Microservice (ECS)
i-56789abcdef5,t2.xlarge,20%,50%,5 MB/s,22 MB/s,15 GB,Amazon S3 Static Website Hosting
i-56789abcdef5,t2.micro,30%,40%,10 MB/s,2 MB/s,5 GB,Amazon CloudWatch Monitoring & Logging
i-123456789abcdef1,t2.small,80%,70%,35 MB/s,20 MB/s,20 GB,Amazon EC2 Containerized Microservice (ECS)
i-6789abcdef6,t2.xlarge,98%,80%,15 MB/s,8 MB/s,20 GB,Amazon EC2 Containerized Microservice (ECS)
i-3456789abcdef3,t2.small,95%,80%,50 MB/s,22 MB/s,45 GB,Amazon Redshift Data Warehouse
i-56789abcdef5,t2.medium,50%,85%,25 MB/s,5 MB/s,30 GB,Amazon EC2 Containerized Microservice (ECS)
i-9abcdef9,t2.xlarge,98%,98%,50 MB/s,25 MB/s,65 GB,Amazon API Gateway
i-6789abcdef6,t2.small,30%,70%,50 MB/s,8 MB/s,20 GB,Amazon CloudWatch Monitoring & Logging
i-456789abcdef4,t2.xlarge,95%,100%,30 MB/s,25 MB/s,75 GB,Amazon Redshift Data Warehouse
i-6789abcdef6,t2.medium,98%,97%,15 MB/s,22 MB/s,50 GB,Amazon Elastic Beanstalk Web Application Deployment
i-456789abcdef4,t2.xlarge,95%,80%,15 MB/s,25 MB/s,35 GB,Amazon API Gateway
i-6789abcdef6,t2.small,60%,95%,50 MB/s,8 MB/s,20 GB,Amazon DynamoDB NoSQL Database
i-789abcdef7,t2.large,75%,98%,45 MB/s,12 MB/s,30 GB,Amazon Elastic Beanstalk Web Application Deployment
i-3456789abcdef3,t2.small,98%,95%,20 MB/s,20 MB/s,15 GB,Amazon S3 Static Website Hosting
i-789abcdef7,t2.medium,95%,100%,25 MB/s,8 MB/s,65 GB,Amazon DynamoDB NoSQL Database
i-456789abcdef4,t2.xlarge,95%,98%,25 MB/s,18 MB/s,75 GB,Amazon API Gateway
i-23456789abcdef2,t2.medium,75%,90%,10 MB/s,12 MB/s,35 GB,Amazon Elastic Beanstalk Web Application Deployment
i-789abcdef7,t2.medium,75%,85%,30 MB/s,10 MB/s,45 GB,Amazon DynamoDB NoSQL Database
i-89abcdef8,t2.small,92%,85%,15 MB/s,8 MB/s,35 GB,Amazon EC2 Containerized Microservice (ECS)
i-56789abcdef5,t2.micro,30%,70%,5 MB/s,18 MB/s,50 GB,Amazon CloudWatch Monitoring & Logging
i-123456789abcdef1,t2.small,60%,70%,30 MB/s,8 MB/s,20 GB,Amazon Kinesis Data Streaming & Analytics
i-456789abcdef4,t2.medium,50%,40%,25 MB/s,22 MB/s,20 GB,Amazon Lambda Serverless Function
i-6789abcdef6,t2.medium,30%,50%,10 MB/s,8 MB/s,15 GB,Amazon S3 Static Website Hosting
i-6789abcdef6,t2.small,60%,70%,15 MB/s,22 MB/s,75 GB,Amazon Kinesis Data Streaming & Analytics
i-3456789abcdef3,t2.large,90%,95%,35 MB/s,20 MB/s,65 GB,Amazon EC2 Containerized Microservice (ECS)
i-23456789abcdef2,t2.medium,90%,95%,50 MB/s,15 MB/s,45 GB,Amazon RDS Database
i-56789abcdef5,t2.micro,30%,40%,20 MB/s,5 MB/s,5 GB,Amazon CloudWatch Monitoring & Logging
i-89abcdef8,t2.medium,90%,70%,5 MB/s,2 MB/s,15 GB,Amazon API Gateway
i-23456789abcdef2,t2.medium,80%,90%,25 MB/s,5 MB/s,45 GB,Amazon Elastic Beanstalk Web Application Deployment
i-3456789abcdef3,t2.xlarge,95%,98%,50 MB/s,22 MB/s,75 GB,Amazon Kinesis Data Streaming & Analytics
i-9abcdef9,t2.micro,20%,95%,10 MB/s,5 MB/s,5 GB,Amazon Elastic Beanstalk Web Application Deployment
i-56789abcdef5,t2.micro,90%,40%,40 MB/s,20 MB/s,15 GB,Amazon CloudWatch Monitoring & Logging
i-89abcdef8,t2.large,92%,97%,30 MB/s,8 MB/s,50 GB,Amazon Elastic Beanstalk Web Application Deployment
